transaction_id,timestamp,customer_id,customer_account_age_days,merchant_id,merchant_category,amount,payment_method,device_id,ip_address,card_id,city,is_fraud,fraud_scenario
tx_0000025,2026-01-01 05:55:35+00:00,cust_01676,880,merch_0080,digital_goods,4801.54,upi,dev_02920,198.51.178.209,card_00994,Hyderabad,0,legitimate
tx_0000026,2026-01-01 05:58:12+00:00,cust_01683,887,merch_0060,gaming,43602.85,credit_card,dev_anom_9209,203.0.113.197,card_01712,Jaipur,1,individual_anomaly
tx_0000027,2026-01-01 06:00:12+00:00,cust_01213,218,merch_0016,luxury_goods,1786.73,upi,dev_01179,198.51.8.225,card_01709,Chennai,0,legitimate
tx_0000028,2026-01-01 06:00:17+00:00,cust_01669,424,merch_0107,groceries,1166.22,debit_card,dev_00695,198.51.87.238,card_01273,Bengaluru,0,legitimate
tx_0000029,2026-01-01 06:07:57+00:00,cust_00026,845,merch_0051,groceries,3587.11,debit_card,dev_01722,198.51.114.216,card_01749,Bengaluru,0,legitimate
tx_0000030,2026-01-01 06:15:32+00:00,cust_01204,244,merch_0129,utility,1573.42,debit_card,dev_00136,198.51.78.16,card_02146,Lucknow,0,legitimate
tx_0000031,2026-01-01 06:26:26+00:00,cust_00942,917,merch_0005,food_delivery,1578.16,credit_card,dev_02364,198.51.96.99,card_00278,Hyderabad,0,legitimate
tx_0000032,2026-01-01 06:26:44+00:00,cust_01910,649,merch_0066,utility,964.73,netbanking,dev_00902,198.51.237.168,card_01280,Kolkata,0,legitimate
tx_0000033,2026-01-01 06:31:18+00:00,cust_01319,70,merch_0138,groceries,6032.74,debit_card,dev_01576,198.51.199.63,card_01179,Ahmedabad,0,legitimate
tx_0000034,2026-01-01 06:46:49+00:00,cust_00711,78,merch_0045,electronics,2584.34,upi,dev_01179,198.51.219.48,card_00003,Pune,0,legitimate
tx_0000035,2026-01-01 06:51:29+00:00,cust_00443,196,merch_0130,groceries,3538.08,netbanking,dev_02654,198.51.7.74,card_01410,Ahmedabad,0,legitimate
tx_0000036,2026-01-01 06:53:10+00:00,cust_01404,862,merch_0051,groceries,667.04,netbanking,dev_02161,198.51.91.156,card_01051,Ahmedabad,0,legitimate
tx_0000037,2026-01-01 07:17:19+00:00,cust_01403,257,merch_0089,groceries,983.93,upi,dev_01641,198.51.143.100,card_00135,Delhi NCR,0,legitimate
tx_0000038,2026-01-01 07:18:30+00:00,cust_00094,186,merch_0122,fashion,407.22,debit_card,dev_01769,198.51.236.250,card_00315,Bengaluru,0,legitimate
tx_0000039,2026-01-01 07:21:28+00:00,cust_00943,613,merch_0062,luxury_goods,3990.48,netbanking,dev_02064,198.51.143.86,card_02265,Mumbai,0,legitimate
tx_0000040,2026-01-01 07:24:21+00:00,cust_00914,391,merch_0015,food_delivery,2402.19,debit_card,dev_02057,198.51.78.3,card_00730,Ahmedabad,0,legitimate
tx_0000041,2026-01-01 07:25:13+00:00,cust_01613,284,merch_0124,groceries,1902.18,credit_card,dev_02332,198.51.177.171,card_00130,Chennai,0,legitimate
tx_0000042,2026-01-01 07:25:24+00:00,cust_01286,609,merch_0060,electronics,490.62,credit_card,dev_00286,198.51.228.27,card_00811,Mumbai,0,legitimate
tx_0000043,2026-01-01 07:28:44+00:00,cust_01653,211,merch_0088,groceries,983.63,debit_card,dev_01097,198.51.140.160,card_01873,Chennai,0,legitimate
tx_0000044,2026-01-01 07:35:18+00:00,cust_00533,937,merch_0119,travel,2960.46,credit_card,dev_00778,198.51.222.200,card_01126,Bengaluru,0,legitimate
tx_0000045,2026-01-01 07:35:41+00:00,cust_01937,52,merch_0005,food_delivery,1119.23,credit_card,dev_00870,198.51.149.11,card_01944,Kolkata,0,legitimate
tx_0000046,2026-01-01 07:37:44+00:00,cust_00654,869,merch_0028,digital_goods,4007.43,credit_card,dev_00830,198.51.155.152,card_02049,Kolkata,0,legitimate
tx_0000047,2026-01-01 07:39:39+00:00,cust_01449,634,merch_0080,digital_goods,1506.97,upi,dev_00280,198.51.109.196,card_01813,Lucknow,0,legitimate
tx_0000048,2026-01-01 07:40:38+00:00,cust_00225,66,merch_0040,food_delivery,3420.53,upi,dev_01018,198.51.109.183,card_00141,Delhi NCR,0,legitimate
tx_0000049,2026-01-01 07:42:54+00:00,cust_00570,76,merch_0024,digital_goods,714.21,debit_card,dev_02056,198.51.19.164,card_01046,Jaipur,0,legitimate
tx_0000050,2026-01-01 07:45:46+00:00,cust_01116,986,merch_0010,crypto_exchange,3627.84,debit_card,dev_01009,198.51.170.230,card_00267,Ahmedabad,0,legitimate
tx_0000051,2026-01-01 07:46:37+00:00,cust_00351,281,merch_0021,fashion,2459.38,credit_card,dev_00100,198.51.136.220,card_02278,Hyderabad,0,legitimate
tx_0000052,2026-01-01 07:50:37+00:00,cust_00845,308,merch_0122,fashion,2283.68,credit_card,dev_01614,198.51.248.135,card_01356,Pune,0,legitimate
tx_0000053,2026-01-01 07:51:58+00:00,cust_01901,23,merch_0095,fashion,2529.29,debit_card,dev_01138,198.51.145.101,card_00803,Chennai,0,legitimate
tx_0000054,2026-01-01 08:03:05+00:00,cust_01603,734,merch_0136,digital_goods,1035.65,upi,dev_00478,198.51.118.179,card_00860,Delhi NCR,0,legitimate
tx_0000055,2026-01-01 08:07:26+00:00,cust_00127,194,merch_0001,digital_goods,611.08,upi,dev_01043,198.51.188.50,card_00191,Hyderabad,0,legitimate
tx_0000056,2026-01-01 08:08:01+00:00,cust_01784,297,merch_0063,food_delivery,3928.42,debit_card,dev_00709,198.51.121.113,card_00324,Ahmedabad,0,legitimate
tx_0000057,2026-01-01 08:09:33+00:00,cust_00485,426,merch_0072,crypto_exchange,2206.17,debit_card,dev_00686,198.51.143.119,card_00681,Ahmedabad,0,legitimate
tx_0000058,2026-01-01 08:09:48+00:00,cust_00120,69,merch_0112,electronics,700.16,debit_card,dev_00137,198.51.173.91,card_01581,Mumbai,0,legitimate
tx_0000059,2026-01-01 08:09:55+00:00,cust_01024,540,merch_0035,fashion,138.57,upi,dev_02014,198.51.13.11,card_00320,Delhi NCR,0,legitimate
tx_0000060,2026-01-01 08:11:21+00:00,cust_00155,337,merch_0120,digital_goods,8081.02,credit_card,dev_00264,198.51.229.164,card_01804,Delhi NCR,0,legitimate
tx_0000061,2026-01-01 08:23:06+00:00,cust_00075,662,merch_0095,fashion,5246.9,debit_card,dev_00308,198.51.158.145,card_02483,Kolkata,0,legitimate
tx_0000062,2026-01-01 08:28:25+00:00,cust_01971,515,merch_0128,fashion,2356.26,wallet,dev_00407,198.51.131.153,card_01247,Ahmedabad,0,legitimate
tx_0000063,2026-01-01 08:32:40+00:00,cust_01030,526,merch_0089,groceries,4718.09,credit_card,dev_02127,198.51.105.65,card_01893,Jaipur,0,legitimate
tx_0000064,2026-01-01 08:38:12+00:00,cust_01797,612,merch_0103,groceries,2398.56,credit_card,dev_01369,198.51.232.6,card_01070,Mumbai,0,legitimate
tx_0000065,2026-01-01 08:38:23+00:00,cust_00968,967,merch_0006,travel,3716.7,credit_card,dev_00845,198.51.210.8,card_01480,Delhi NCR,0,legitimate
tx_0000066,2026-01-01 08:42:47+00:00,cust_01186,270,merch_0026,travel,1337.09,credit_card,dev_00203,198.51.7.76,card_00712,Delhi NCR,0,legitimate
tx_0000067,2026-01-01 08:45:05+00:00,cust_01165,675,merch_0127,gaming,870.76,credit_card,dev_02242,198.51.243.48,card_01172,Hyderabad,0,legitimate
tx_0000068,2026-01-01 08:46:53+00:00,cust_00265,371,merch_0084,food_delivery,3153.83,netbanking,dev_00439,198.51.122.140,card_01764,Jaipur,0,legitimate
tx_0000069,2026-01-01 08:47:22+00:00,cust_01781,270,merch_0056,travel,1377.42,debit_card,dev_01085,198.51.58.18,card_01709,Chennai,0,legitimate
tx_0000070,2026-01-01 08:49:07+00:00,cust_00888,621,merch_0038,fashion,268.73,credit_card,dev_02392,198.51.68.194,card_02387,Lucknow,0,legitimate
tx_0000071,2026-01-01 08:51:25+00:00,cust_01713,812,merch_0086,travel,3622.89,upi,dev_01948,198.51.55.47,card_00535,Lucknow,0,legitimate
tx_0000072,2026-01-01 08:55:07+00:00,cust_00283,729,merch_0043,electronics,1561.17,credit_card,dev_00782,198.51.179.68,card_00425,Jaipur,0,legitimate
tx_0000073,2026-01-01 08:55:07+00:00,cust_00807,334,merch_0097,electronics,1549.38,credit_card,dev_01356,198.51.194.178,card_00348,Pune,0,legitimate
tx_0000074,2026-01-01 08:59:44+00:00,cust_00536,788,merch_0092,crypto_exchange,1770.64,debit_card,dev_02685,198.51.49.77,card_00282,Bengaluru,0,legitimate
tx_0000075,2026-01-01 09:01:46+00:00,cust_00623,564,merch_0119,travel,656.75,upi,dev_01636,198.51.27.248,card_00989,Chennai,0,legitimate
tx_0000076,2026-01-01 09:03:46+00:00,cust_00163,546,merch_0117,crypto_exchange,836.27,wallet,dev_00601,198.51.209.120,card_00295,Hyderabad,0,legitimate
tx_0000077,2026-01-01 09:05:35+00:00,cust_00266,700,merch_0135,luxury_goods,1366.2,credit_card,dev_01207,198.51.108.170,card_02102,Lucknow,0,legitimate
tx_0000078,2026-01-01 09:12:57+00:00,cust_00748,74,merch_0015,food_delivery,2299.8,upi,dev_00786,198.51.197.186,card_00744,Jaipur,0,legitimate
tx_0000079,2026-01-01 09:13:22+00:00,cust_00455,645,merch_0005,food_delivery,3607.5,credit_card,dev_02441,198.51.65.174,card_00286,Ahmedabad,0,legitimate
tx_0000080,2026-01-01 09:20:58+00:00,cust_01811,431,merch_0145,electronics,179.82,credit_card,dev_01609,198.51.146.25,card_01827,Mumbai,0,legitimate
tx_0000081,2026-01-01 09:21:18+00:00,cust_01596,79,merch_0072,crypto_exchange,2263.83,credit_card,dev_02038,198.51.174.92,card_01641,Ahmedabad,0,legitimate
tx_0000082,2026-01-01 09:26:36+00:00,cust_00891,592,merch_0019,electronics,1682.72,upi,dev_00847,198.51.248.26,card_00048,Lucknow,0,legitimate
tx_0000083,2026-01-01 09:27:51+00:00,cust_00036,172,merch_0098,fashion,3085.77,debit_card,dev_00788,198.51.198.131,card_01088,Bengaluru,0,legitimate
tx_0000084,2026-01-01 09:30:46+00:00,cust_00059,870,merch_0141,electronics,2772.51,upi,dev_02569,198.51.89.158,card_01514,Hyderabad,0,legitimate
tx_0000085,2026-01-01 09:31:52+00:00,cust_00827,30,merch_0145,electronics,2925.24,upi,dev_01802,198.51.81.118,card_02151,Delhi NCR,0,legitimate
tx_0000086,2026-01-01 09:35:21+00:00,cust_01564,138,merch_0017,digital_goods,1151.46,upi,dev_01368,198.51.8.19,card_01118,Delhi NCR,0,legitimate
tx_0000087,2026-01-01 09:35:48+00:00,cust_00062,661,merch_0009,utility,1313.85,wallet,dev_00063,198.51.170.137,card_00159,Lucknow,0,legitimate
tx_0000088,2026-01-01 09:38:09+00:00,cust_01311,884,merch_0112,electronics,4382.85,upi,dev_02711,198.51.108.188,card_00660,Kolkata,0,legitimate
tx_0000089,2026-01-01 09:39:11+00:00,cust_01812,341,merch_0135,luxury_goods,2447.64,debit_card,dev_02285,198.51.95.142,card_00540,Bengaluru,0,legitimate
tx_0000090,2026-01-01 09:40:28+00:00,cust_00912,970,merch_0036,fashion,1848.48,netbanking,dev_00660,198.51.106.214,card_01961,Kolkata,0,legitimate
tx_0000091,2026-01-01 09:46:15+00:00,cust_00512,480,merch_0045,electronics,3872.83,debit_card,dev_02395,198.51.22.48,card_01443,Hyderabad,0,legitimate
tx_0000092,2026-01-01 09:48:11+00:00,cust_01670,363,merch_0090,electronics,1265.45,credit_card,dev_01794,198.51.235.237,card_00332,Mumbai,0,legitimate
tx_0000093,2026-01-01 09:50:32+00:00,cust_00700,864,merch_0038,fashion,5816.2,credit_card,dev_02330,198.51.190.52,card_01732,Mumbai,0,legitimate
tx_0000094,2026-01-01 09:52:25+00:00,cust_01762,256,merch_0082,groceries,972.75,upi,dev_02038,198.51.214.23,card_01032,Delhi NCR,0,legitimate
tx_0000095,2026-01-01 09:55:21+00:00,cust_01687,929,merch_0054,food_delivery,3685.66,upi,dev_00336,198.51.63.82,card_01296,Mumbai,0,legitimate
tx_0000096,2026-01-01 09:58:05+00:00,cust_01903,104,merch_0022,luxury_goods,1558.83,upi,dev_00433,198.51.2.74,card_01244,Kolkata,0,legitimate
tx_0000097,2026-01-01 10:03:08+00:00,cust_01618,449,merch_0044,digital_goods,1961.09,credit_card,dev_01205,198.51.27.154,card_00219,Pune,0,legitimate
tx_0000098,2026-01-01 10:03:50+00:00,cust_00906,346,merch_0011,fashion,2334.57,upi,dev_00414,198.51.139.112,card_01038,Ahmedabad,0,legitimate
tx_0000099,2026-01-01 10:04:44+00:00,cust_01691,151,merch_0066,utility,319.2,debit_card,dev_00547,198.51.120.17,card_02313,Mumbai,0,legitimate
tx_0000100,2026-01-01 10:05:05+00:00,cust_00728,726,merch_0104,fashion,1498.36,credit_card,dev_01702,198.51.191.40,card_01206,Pune,0,legitimate
tx_0000101,2026-01-01 10:06:22+00:00,cust_00660,728,merch_0052,travel,711.97,upi,dev_02356,198.51.251.129,card_00000,Bengaluru,0,legitimate
tx_0000102,2026-01-01 10:07:43+00:00,cust_01556,561,merch_0066,utility,1222.07,debit_card,dev_02377,198.51.85.45,card_01672,Jaipur,0,legitimate
tx_0000103,2026-01-01 10:08:14+00:00,cust_01265,575,merch_0066,utility,1171.21,debit_card,dev_01704,198.51.152.70,card_00482,Jaipur,0,legitimate
tx_0000104,2026-01-01 10:10:59+00:00,cust_01352,570,merch_0034,groceries,497.02,credit_card,dev_01247,198.51.140.82,card_02009,Lucknow,0,legitimate
tx_0000105,2026-01-01 10:13:19+00:00,cust_01564,138,merch_0007,groceries,705.02,upi,dev_00943,198.51.8.19,card_01118,Delhi NCR,0,legitimate
tx_0000106,2026-01-01 10:15:13+00:00,cust_01681,48,merch_0060,electronics,587.19,upi,dev_00692,198.51.122.52,card_00870,Delhi NCR,0,legitimate
tx_0000107,2026-01-01 10:15:21+00:00,cust_01649,472,merch_0041,groceries,1658.44,credit_card,dev_00317,198.51.10.29,card_00353,Bengaluru,0,legitimate
tx_0000108,2026-01-01 10:16:05+00:00,cust_01264,925,merch_0075,food_delivery,1516.06,upi,dev_00037,198.51.172.2,card_01540,Ahmedabad,0,legitimate
tx_0000109,2026-01-01 10:16:49+00:00,cust_01358,725,merch_0095,fashion,2883.53,netbanking,dev_00764,198.51.133.125,card_00735,Chennai,0,legitimate
tx_0000110,2026-01-01 10:16:51+00:00,cust_00788,598,merch_0090,electronics,708.1,netbanking,dev_00702,198.51.148.157,card_00423,Kolkata,0,legitimate
tx_0000111,2026-01-01 10:21:23+00:00,cust_00696,652,merch_0096,groceries,200.21,upi,dev_02651,198.51.83.35,card_00901,Pune,0,legitimate
tx_0000112,2026-01-01 10:23:02+00:00,cust_01421,350,merch_0111,food_delivery,2357.69,wallet,dev_02475,198.51.21.244,card_00502,Ahmedabad,0,legitimate
tx_0000113,2026-01-01 10:23:17+00:00,cust_01004,975,merch_0139,food_delivery,1502.73,debit_card,dev_02331,198.51.227.13,card_01071,Chennai,0,legitimate
tx_0000114,2026-01-01 10:23:52+00:00,cust_01564,138,merch_0073,fashion,726.93,debit_card,dev_01368,198.51.8.19,card_01190,Delhi NCR,0,legitimate
tx_0000115,2026-01-01 10:27:50+00:00,cust_01185,224,merch_0005,food_delivery,339.0,wallet,dev_02744,198.51.140.115,card_01146,Delhi NCR,0,legitimate
tx_0000116,2026-01-01 10:30:04+00:00,cust_01088,394,merch_0091,groceries,3906.62,credit_card,dev_02251,198.51.172.233,card_01774,Bengaluru,0,legitimate
tx_0000117,2026-01-01 10:37:52+00:00,cust_00694,248,merch_0088,groceries,689.1,netbanking,dev_01784,198.51.63.82,card_00848,Jaipur,0,legitimate
tx_0000118,2026-01-01 10:39:32+00:00,cust_00517,999,merch_0053,luxury_goods,982.23,upi,dev_00175,198.51.162.245,card_01216,Chennai,0,legitimate
tx_0000119,2026-01-01 10:41:17+00:00,cust_01685,850,merch_0041,groceries,2053.29,credit_card,dev_02846,198.51.152.234,card_01938,Lucknow,0,legitimate
tx_0000120,2026-01-01 10:45:10+00:00,cust_00258,483,merch_0141,electronics,2166.43,credit_card,dev_01708,198.51.120.94,card_00770,Ahmedabad,0,legitimate
tx_0000121,2026-01-01 10:45:35+00:00,cust_00805,758,merch_0039,groceries,2616.68,debit_card,dev_01586,198.51.247.17,card_01155,Chennai,0,legitimate
tx_0000122,2026-01-01 10:47:09+00:00,cust_00251,986,merch_0146,luxury_goods,2799.81,debit_card,dev_01944,198.51.189.1,card_02049,Chennai,0,legitimate
tx_0000123,2026-01-01 10:48:20+00:00,cust_01920,571,merch_0098,fashion,452.73,netbanking,dev_00900,198.51.80.76,card_02162,Hyderabad,0,legitimate
tx_0000124,2026-01-01 10:49:45+00:00,cust_00854,795,merch_0045,electronics,1273.25,debit_card,dev_02788,198.51.97.31,card_00817,Bengaluru,0,legitimate
tx_0000125,2026-01-01 10:50:14+00:00,cust_00196,79,merch_0011,fashion,6107.45,upi,dev_02409,198.51.42.114,card_02120,Ahmedabad,0,legitimate
tx_0000126,2026-01-01 10:50:43+00:00,cust_01869,655,merch_0095,fashion,2647.45,debit_card,dev_02593,198.51.226.147,card_01518,Jaipur,0,legitimate
tx_0000127,2026-01-01 10:53:34+00:00,cust_00630,863,merch_0111,food_delivery,3384.41,credit_card,dev_00930,198.51.77.105,card_01134,Pune,0,legitimate
tx_0000128,2026-01-01 10:54:13+00:00,cust_01189,539,merch_0100,digital_goods,1078.03,debit_card,dev_00749,198.51.20.11,card_00314,Mumbai,0,legitimate
tx_0000129,2026-01-01 10:56:08+00:00,cust_00413,557,merch_0125,food_delivery,1561.43,credit_card,dev_01870,198.51.21.10,card_00505,Ahmedabad,0,legitimate
tx_0000130,2026-01-01 10:59:22+00:00,cust_00656,21,merch_0133,travel,1401.04,credit_card,dev_00302,198.51.245.175,card_00158,Ahmedabad,0,legitimate
tx_0000131,2026-01-01 11:01:25+00:00,cust_00851,444,merch_0057,groceries,692.46,credit_card,dev_01128,198.51.190.148,card_00184,Chennai,0,legitimate
tx_0000132,2026-01-01 11:02:34+00:00,cust_01677,468,merch_0148,crypto_exchange,1133.18,credit_card,dev_02796,198.51.209.77,card_01792,Hyderabad,0,legitimate
tx_0000133,2026-01-01 11:03:17+00:00,cust_00944,850,merch_0078,fashion,2904.25,credit_card,dev_01653,198.51.244.193,card_01158,Bengaluru,0,legitimate
tx_0000134,2026-01-01 11:07:07+00:00,cust_01897,330,merch_0122,fashion,1872.65,credit_card,dev_00958,198.51.33.185,card_02442,Pune,0,legitimate
tx_0000135,2026-01-01 11:07:47+00:00,cust_00387,361,merch_0147,groceries,1802.93,wallet,dev_02118,198.51.19.191,card_00097,Hyderabad,0,legitimate
tx_0000136,2026-01-01 11:10:18+00:00,cust_00620,306,merch_0145,electronics,2118.95,debit_card,dev_00061,198.51.188.197,card_00958,Delhi NCR,0,legitimate
tx_0000137,2026-01-01 11:13:27+00:00,cust_00677,561,merch_0046,utility,2454.03,credit_card,dev_00957,198.51.191.168,card_00276,Bengaluru,0,legitimate
tx_0000138,2026-01-01 11:13:28+00:00,cust_01553,631,merch_0121,electronics,846.2,credit_card,dev_02405,198.51.128.128,card_01433,Kolkata,0,legitimate
tx_0000139,2026-01-01 11:16:21+00:00,cust_00313,923,merch_0116,fashion,2947.18,upi,dev_02519,198.51.88.38,card_01745,Lucknow,0,legitimate
tx_0000140,2026-01-01 11:19:39+00:00,cust_01598,51,merch_0055,fashion,4258.18,debit_card,dev_02691,198.51.60.22,card_02030,Ahmedabad,0,legitimate
tx_0000141,2026-01-01 11:22:55+00:00,cust_00178,281,merch_0105,digital_goods,2079.11,netbanking,dev_00767,198.51.55.50,card_00293,Bengaluru,0,legitimate
tx_0000142,2026-01-01 11:28:21+00:00,cust_00815,10,merch_0093,luxury_goods,1691.16,credit_card,dev_02246,198.51.139.155,card_02341,Kolkata,0,legitimate
tx_0000143,2026-01-01 11:30:31+00:00,cust_00186,80,merch_0023,food_delivery,830.21,netbanking,dev_02043,198.51.217.107,card_00971,Bengaluru,0,legitimate
tx_0000144,2026-01-01 11:31:47+00:00,cust_01797,612,merch_0119,travel,2462.18,credit_card,dev_01369,198.51.120.122,card_01415,Mumbai,0,legitimate
tx_0000145,2026-01-01 11:38:09+00:00,cust_00309,932,merch_0086,travel,5396.21,upi,dev_02109,198.51.26.170,card_00090,Kolkata,0,legitimate
tx_0000146,2026-01-01 11:41:11+00:00,cust_00504,957,merch_0044,digital_goods,127.62,debit_card,dev_00035,198.51.146.122,card_01629,Kolkata,0,legitimate
tx_0000147,2026-01-01 11:42:40+00:00,cust_00508,140,merch_0085,utility,1296.66,credit_card,dev_01342,198.51.80.76,card_00499,Lucknow,0,legitimate
tx_0000148,2026-01-01 11:43:14+00:00,cust_01839,351,merch_0075,food_delivery,902.95,netbanking,dev_00345,198.51.109.184,card_01460,Delhi NCR,0,legitimate
tx_0000149,2026-01-01 11:46:36+00:00,cust_01398,24,merch_0133,travel,1252.83,credit_card,dev_01255,198.51.110.12,card_01687,Jaipur,0,legitimate
tx_0000150,2026-01-01 11:51:15+00:00,cust_01288,356,merch_0103,groceries,10808.37,upi,dev_01223,198.51.251.190,card_00670,Chennai,0,legitimate
tx_0000151,2026-01-01 11:59:53+00:00,cust_01947,96,merch_0121,electronics,1766.09,netbanking,dev_01790,198.51.79.153,card_00449,Hyderabad,0,legitimate
tx_0000152,2026-01-01 12:01:39+00:00,cust_01446,230,merch_0097,electronics,13335.57,credit_card,dev_00539,198.51.151.113,card_02363,Bengaluru,0,legitimate
tx_0000153,2026-01-01 12:03:40+00:00,cust_00962,682,merch_0024,digital_goods,773.23,credit_card,dev_02055,198.51.47.225,card_01017,Lucknow,0,legitimate
tx_0000154,2026-01-01 12:05:52+00:00,cust_00445,765,merch_0062,luxury_goods,595.92,upi,dev_00152,198.51.146.62,card_01032,Pune,0,legitimate
tx_0000155,2026-01-01 12:08:46+00:00,cust_00303,559,merch_0139,food_delivery,1512.0,credit_card,dev_01521,198.51.21.64,card_01623,Bengaluru,0,legitimate
tx_0000156,2026-01-01 12:11:07+00:00,cust_00630,863,merch_0027,fashion,6992.19,credit_card,dev_00930,198.51.77.105,card_01134,Pune,0,legitimate
tx_0000157,2026-01-01 12:13:12+00:00,cust_00899,137,merch_0137,luxury_goods,560.38,netbanking,dev_01814,198.51.232.67,card_01296,Jaipur,0,legitimate
tx_0000158,2026-01-01 12:15:48+00:00,cust_01266,304,merch_0141,electronics,482.58,credit_card,dev_01963,198.51.123.175,card_01163,Kolkata,0,legitimate
tx_0000159,2026-01-01 12:17:17+00:00,cust_01401,719,merch_0058,fashion,1447.1,upi,dev_01620,198.51.9.129,card_01101,Ahmedabad,0,legitimate
tx_0000160,2026-01-01 12:19:23+00:00,cust_01744,921,merch_0024,digital_goods,2807.11,upi,dev_02751,198.51.75.220,card_01805,Delhi NCR,0,legitimate
tx_0000161,2026-01-01 12:20:04+00:00,cust_01798,833,merch_0092,crypto_exchange,1340.7,wallet,dev_01890,198.51.250.136,card_00952,Kolkata,0,legitimate
tx_0000162,2026-01-01 12:23:09+00:00,cust_01578,292,merch_0046,utility,235.88,upi,dev_02154,198.51.154.42,card_02027,Ahmedabad,0,legitimate
